time;speed;acc
2888.22;1.78;-2.03
2888.27;1.66;-2.03
2888.33;1.51;-2.04
2888.38;1.35;-2.03
2888.44;1.21;-2.00
2888.49;1.09;-1.94
2888.55;0.99;-1.84
2888.60;0.91;-1.72
2888.66;0.84;-1.59
2888.71;0.78;-1.45
2888.77;0.71;-1.31
2888.82;0.64;-1.17
2888.88;0.57;-1.03
2888.93;0.51;-0.89
2888.99;0.45;-0.75
2889.04;0.42;-0.61
2889.10;0.40;-0.47
2889.15;0.39;-0.33
2889.21;0.40;-0.20
2889.26;0.41;-0.07
2889.32;0.42;0.05
2889.37;0.42;0.15
2889.43;0.42;0.25
2889.48;0.42;0.33
2889.54;0.44;0.39
2889.59;0.49;0.42
2889.64;0.53;0.40
2889.70;0.59;0.33
2889.76;0.64;0.22
2889.81;0.67;0.07
2889.87;0.67;-0.12
2889.92;0.63;-0.31
2889.98;0.58;-0.50
2890.03;0.51;-0.65
2890.09;0.44;-0.75
2890.14;0.37;-0.79
2890.20;0.31;-0.77
2890.25;0.26;-0.69
2890.31;0.22;-0.55
2890.36;0.20;-0.38
2890.42;0.19;-0.18
2890.47;0.19;0.02
2890.53;0.20;0.22
2890.58;0.23;0.40
2890.63;0.28;0.55
2890.69;0.33;0.66
2890.75;0.38;0.72
2890.80;0.45;0.72
2890.86;0.51;0.67
2890.91;0.57;0.57
2890.97;0.60;0.43
2891.02;0.62;0.27
2891.08;0.62;0.10
2891.13;0.60;-0.07
2891.19;0.57;-0.20
2891.24;0.53;-0.30
2891.30;0.49;-0.36
2891.35;0.45;-0.37
2891.41;0.42;-0.34
2891.46;0.40;-0.28
2891.52;0.39;-0.19
2891.57;0.39;-0.10
2891.62;0.40;0.00
2891.68;0.41;0.09
2891.74;0.43;0.18
2891.79;0.44;0.25
2891.85;0.46;0.31
2891.90;0.48;0.36
2891.96;0.50;0.41
2892.01;0.52;0.44
2892.07;0.55;0.47
2892.12;0.59;0.48
2892.18;0.62;0.47
2892.23;0.66;0.44
2892.29;0.69;0.40
2892.34;0.71;0.33
2892.39;0.73;0.26
2892.45;0.74;0.19
2892.51;0.74;0.13
2892.56;0.74;0.09
2892.62;0.72;0.08
2892.67;0.70;0.10
2892.73;0.69;0.15
2892.78;0.69;0.22
2892.84;0.71;0.29
2892.89;0.75;0.35
2892.95;0.79;0.39
2893.00;0.84;0.39
2893.06;0.90;0.37
2893.11;0.92;0.32
2893.17;0.93;0.26
2893.22;0.92;0.20
2893.28;0.91;0.16
2893.33;0.88;0.15
2893.38;0.86;0.17
2893.44;0.87;0.22
2893.50;0.89;0.28
2893.55;0.92;0.35
2893.61;0.98;0.41
2893.66;1.02;0.44
2893.72;1.07;0.46
2893.77;1.09;0.46
2893.83;1.10;0.45
2893.88;1.11;0.43
2893.94;1.12;0.41
2893.99;1.13;0.38
2894.05;1.15;0.34
2894.10;1.19;0.29
2894.16;1.23;0.22
2894.21;1.26;0.14
2894.27;1.28;0.05
2894.32;1.27;-0.03
2894.38;1.24;-0.09
2894.43;1.20;-0.12
2894.49;1.15;-0.12
2894.54;1.12;-0.07
2894.60;1.10;-0.01
2894.65;1.12;0.07
2894.71;1.15;0.14
2894.76;1.21;0.19
2894.82;1.25;0.21
2894.87;1.29;0.20
2894.93;1.30;0.17
2894.98;1.29;0.12
2895.04;1.26;0.07
2895.09;1.23;0.02
2895.14;1.22;-0.02
2895.20;1.22;-0.05
2895.26;1.23;-0.07
2895.31;1.25;-0.09
2895.37;1.26;-0.11
2895.42;1.26;-0.12
2895.48;1.24;-0.13
2895.53;1.22;-0.12
2895.59;1.18;-0.09
2895.64;1.15;-0.04
2895.70;1.15;0.03
2895.75;1.15;0.11
2895.81;1.18;0.18
2895.86;1.23;0.24
2895.92;1.27;0.28
2895.97;1.31;0.29
2896.03;1.32;0.27
2896.08;1.33;0.25
2896.13;1.32;0.21
2896.19;1.31;0.17
2896.25;1.31;0.13
2896.30;1.31;0.10
2896.36;1.32;0.07
2896.41;1.35;0.03
2896.47;1.37;-0.02
2896.52;1.38;-0.07
2896.58;1.37;-0.11
2896.63;1.34;-0.15
2896.69;1.31;-0.16
2896.74;1.27;-0.16
2896.80;1.24;-0.14
2896.85;1.23;-0.10
2896.91;1.23;-0.05
2896.96;1.26;0.00
2897.02;1.29;0.05
2897.07;1.31;0.08
2897.12;1.32;0.10
2897.18;1.31;0.10
2897.24;1.31;0.11
2897.29;1.29;0.11
2897.35;1.29;0.10
2897.40;1.30;0.09
2897.46;1.31;0.08
2897.51;1.34;0.05
2897.57;1.37;0.03
2897.62;1.38;-0.00
2897.68;1.37;-0.03
2897.73;1.34;-0.03
2897.79;1.31;-0.02
2897.84;1.28;0.01
2897.89;1.27;0.06
2897.95;1.27;0.11
2898.01;1.31;0.15
2898.06;1.35;0.17
2898.12;1.39;0.17
2898.17;1.43;0.13
2898.23;1.44;0.08
2898.28;1.43;0.01
2898.34;1.39;-0.04
2898.39;1.36;-0.08
2898.45;1.32;-0.10
2898.50;1.31;-0.09
2898.56;1.31;-0.07
2898.61;1.32;-0.05
2898.67;1.35;-0.02
2898.72;1.38;-0.01
2898.78;1.38;-0.01
2898.83;1.38;-0.01
2898.88;1.36;-0.01
2898.94;1.33;-0.01
2899.00;1.31;0.01
2899.05;1.30;0.03
2899.11;1.31;0.06
2899.16;1.34;0.09
2899.22;1.37;0.11
2899.27;1.39;0.11
2899.33;1.41;0.11
2899.38;1.41;0.10
2899.44;1.40;0.08
2899.49;1.38;0.06
2899.55;1.37;0.04
2899.60;1.36;0.02
2899.66;1.38;0.00
2899.71;1.40;-0.02
2899.77;1.42;-0.05
2899.82;1.43;-0.07
2899.88;1.42;-0.09
2899.93;1.39;-0.10
2899.99;1.36;-0.08
2900.04;1.32;-0.05
2900.10;1.31;-0.00
2900.15;1.31;0.05
2900.21;1.34;0.10
2900.26;1.38;0.14
2900.32;1.42;0.16
2900.37;1.45;0.15
2900.43;1.46;0.12
2900.48;1.45;0.07
2900.54;1.43;0.02
2900.59;1.40;-0.04
2900.64;1.38;-0.09
2900.70;1.38;-0.14
2900.76;1.39;-0.18
2900.81;1.39;-0.21
2900.87;1.39;-0.23
2900.92;1.38;-0.23
2900.98;1.35;-0.22
2901.03;1.31;-0.18
2901.09;1.27;-0.13
2901.14;1.25;-0.07
2901.20;1.25;0.00
2901.25;1.28;0.06
2901.31;1.32;0.11
2901.36;1.36;0.14
2901.42;1.38;0.14
2901.47;1.39;0.13
2901.53;1.38;0.11
2901.58;1.37;0.08
2901.63;1.34;0.06
2901.69;1.33;0.04
2901.75;1.34;0.01
2901.80;1.36;-0.01
2901.86;1.38;-0.04
2901.91;1.40;-0.08
2901.97;1.40;-0.11
2902.02;1.38;-0.14
2902.08;1.35;-0.16
2902.13;1.31;-0.15
2902.19;1.28;-0.12
2902.24;1.25;-0.07
2902.30;1.25;-0.01
2902.35;1.28;0.05
2902.41;1.31;0.11
2902.46;1.35;0.15
2902.52;1.38;0.16
2902.57;1.38;0.16
2902.62;1.38;0.15
2902.68;1.37;0.12
2902.74;1.36;0.09
2902.79;1.35;0.05
2902.85;1.36;0.01
2902.90;1.38;-0.03
2902.96;1.40;-0.07
2903.01;1.40;-0.11
2903.07;1.39;-0.14
2903.12;1.37;-0.17
2903.18;1.33;-0.17
2903.23;1.30;-0.16
2903.29;1.27;-0.14
2903.34;1.26;-0.10
2903.39;1.28;-0.05
2903.45;1.31;-0.02
2903.51;1.32;0.02
2903.56;1.34;0.03
2903.62;1.35;0.04
2903.67;1.34;0.05
2903.73;1.31;0.05
2903.78;1.30;0.04
2903.84;1.29;0.04
2903.89;1.30;0.02
2903.95;1.32;-0.00
2904.00;1.35;-0.04
2904.06;1.37;-0.09
2904.11;1.37;-0.16
2904.17;1.35;-0.22
2904.22;1.31;-0.27
2904.28;1.26;-0.30
2904.33;1.22;-0.30
2904.38;1.18;-0.27
2904.44;1.16;-0.23
2904.50;1.17;-0.17
2904.55;1.19;-0.11
2904.61;1.21;-0.05
2904.66;1.23;-0.01
2904.72;1.23;0.01
2904.77;1.23;0.03
2904.83;1.21;0.03
2904.88;1.19;0.03
2904.94;1.18;0.03
2904.99;1.19;0.02
2905.05;1.21;0.00
2905.10;1.23;-0.01
2905.16;1.24;-0.03
2905.21;1.24;-0.04
2905.27;1.23;-0.04
2905.32;1.20;-0.03
2905.38;1.17;-0.00
2905.43;1.15;0.05
2905.49;1.15;0.10
2905.54;1.17;0.16
2905.60;1.21;0.21
2905.65;1.25;0.24
2905.71;1.29;0.25
2905.76;1.31;0.23
2905.82;1.33;0.19
2905.87;1.32;0.14
2905.93;1.31;0.08
2905.98;1.30;0.04
2906.04;1.28;0.00
2906.09;1.28;-0.03
2906.14;1.28;-0.05
2906.20;1.29;-0.06
2906.26;1.31;-0.08
2906.31;1.31;-0.09
2906.37;1.31;-0.09
2906.42;1.28;-0.09
2906.48;1.25;-0.07
2906.53;1.23;-0.04
2906.59;1.22;0.00
2906.64;1.22;0.04
2906.70;1.24;0.08
2906.75;1.28;0.10
2906.81;1.31;0.11
2906.86;1.33;0.10
2906.92;1.34;0.08
2906.97;1.32;0.05
2907.03;1.31;0.03
2907.08;1.28;0.01
2907.13;1.26;-0.01
2907.19;1.26;-0.01
2907.25;1.28;-0.02
2907.30;1.31;-0.03
2907.36;1.32;-0.04
2907.41;1.33;-0.06
2907.47;1.32;-0.07
2907.52;1.30;-0.08
2907.58;1.26;-0.07
2907.63;1.23;-0.04
2907.69;1.22;0.01
2907.74;1.23;0.06
2907.80;1.24;0.11
2907.85;1.29;0.14
2907.91;1.32;0.16
2907.96;1.35;0.15
2908.02;1.37;0.13
2908.07;1.36;0.08
2908.12;1.34;0.04
2908.18;1.32;-0.01
2908.24;1.30;-0.04
2908.29;1.29;-0.07
2908.35;1.30;-0.09
2908.40;1.31;-0.10
2908.46;1.31;-0.11
2908.51;1.31;-0.12
2908.57;1.31;-0.12
2908.62;1.29;-0.12
2908.68;1.26;-0.11
2908.73;1.24;-0.10
2908.79;1.23;-0.07
2908.84;1.23;-0.05
2908.89;1.24;-0.03
2908.95;1.26;-0.02
2909.01;1.28;-0.02
2909.06;1.29;-0.03
2909.12;1.29;-0.05
2909.17;1.27;-0.07
2909.23;1.24;-0.08
2909.28;1.22;-0.07
2909.34;1.20;-0.05
2909.39;1.20;-0.02
2909.45;1.21;0.01
2909.50;1.23;0.04
2909.56;1.25;0.05
2909.61;1.27;0.06
2909.67;1.29;0.04
2909.72;1.28;0.02
2909.78;1.27;0.00
2909.83;1.24;-0.01
2909.88;1.23;-0.01
2909.94;1.22;-0.01
2910.00;1.22;0.01
2910.05;1.23;0.03
2910.11;1.25;0.05
2910.16;1.27;0.06
2910.22;1.28;0.06
2910.27;1.29;0.06
2910.33;1.28;0.06
2910.38;1.26;0.06
2910.44;1.25;0.06
2910.49;1.25;0.05
2910.55;1.26;0.04
2910.60;1.28;0.02
2910.66;1.30;-0.01
2910.71;1.31;-0.05
2910.77;1.31;-0.08
2910.82;1.30;-0.12
2910.88;1.27;-0.13
2910.93;1.23;-0.13
2910.99;1.20;-0.11
2911.04;1.19;-0.07
2911.10;1.19;-0.02
2911.15;1.21;0.03
2911.21;1.23;0.07
2911.26;1.27;0.09
2911.32;1.29;0.09
2911.37;1.30;0.08
2911.43;1.29;0.05
2911.48;1.27;0.02
2911.54;1.25;-0.01
2911.59;1.24;-0.04
2911.64;1.24;-0.08
2911.70;1.25;-0.11
2911.76;1.26;-0.14
2911.81;1.27;-0.18
2911.87;1.26;-0.20
2911.92;1.23;-0.21
2911.98;1.20;-0.20
2912.03;1.15;-0.16
2912.09;1.13;-0.10
2912.14;1.11;-0.02
2912.20;1.12;0.06
2912.25;1.15;0.14
2912.31;1.20;0.20
2912.36;1.24;0.23
2912.42;1.27;0.23
2912.47;1.29;0.20
2912.53;1.29;0.16
2912.58;1.27;0.10
2912.63;1.25;0.04
2912.69;1.24;-0.01
2912.75;1.24;-0.06
2912.80;1.25;-0.11
2912.86;1.26;-0.15
2912.91;1.26;-0.18
2912.97;1.25;-0.21
2913.02;1.23;-0.23
2913.08;1.20;-0.23
2913.13;1.16;-0.21
2913.19;1.13;-0.16
2913.24;1.11;-0.10
2913.30;1.11;-0.04
2913.35;1.13;0.03
2913.41;1.16;0.08
2913.46;1.19;0.11
2913.52;1.22;0.13
2913.57;1.23;0.12
2913.62;1.23;0.10
2913.68;1.21;0.07
2913.74;1.20;0.05
2913.79;1.19;0.02
2913.85;1.19;0.00
2913.90;1.19;-0.02
2913.96;1.21;-0.05
2914.01;1.23;-0.08
2914.07;1.23;-0.11
2914.12;1.22;-0.13
2914.18;1.19;-0.15
2914.23;1.16;-0.14
2914.29;1.13;-0.11
2914.34;1.11;-0.05
2914.39;1.10;0.02
2914.45;1.11;0.09
2914.51;1.14;0.16
2914.56;1.18;0.21
2914.62;1.22;0.23
2914.67;1.25;0.23
2914.73;1.26;0.21
2914.78;1.26;0.17
2914.84;1.25;0.12
2914.89;1.24;0.08
2914.95;1.23;0.04
2915.00;1.23;0.01
2915.06;1.23;-0.02
2915.11;1.25;-0.05
2915.17;1.26;-0.08
2915.22;1.26;-0.11
2915.28;1.25;-0.13
2915.33;1.23;-0.15
2915.38;1.20;-0.15
2915.44;1.17;-0.13
2915.50;1.15;-0.10
2915.55;1.15;-0.06
2915.61;1.15;-0.02
2915.66;1.18;0.02
2915.72;1.20;0.05
2915.77;1.22;0.07
2915.83;1.23;0.07
2915.88;1.23;0.07
2915.94;1.22;0.05
2915.99;1.21;0.04
2916.05;1.20;0.02
2916.10;1.19;0.01
2916.16;1.20;-0.01
2916.21;1.22;-0.03
2916.27;1.23;-0.06
2916.32;1.23;-0.09
2916.38;1.23;-0.13
2916.43;1.21;-0.15
2916.49;1.18;-0.16
2916.54;1.15;-0.16
2916.60;1.13;-0.14
2916.65;1.11;-0.10
2916.71;1.12;-0.06
2916.76;1.13;-0.01
2916.82;1.15;0.02
2916.87;1.16;0.04
2916.93;1.18;0.05
2916.98;1.18;0.05
2917.04;1.17;0.03
2917.09;1.16;0.02
2917.14;1.15;0.01
2917.20;1.15;-0.00
2917.26;1.15;-0.01
2917.31;1.15;-0.02
2917.37;1.16;-0.04
2917.42;1.17;-0.06
2917.48;1.17;-0.08
2917.53;1.16;-0.10
2917.59;1.15;-0.12
2917.64;1.14;-0.12
2917.70;1.11;-0.11
2917.75;1.09;-0.09
2917.81;1.08;-0.06
2917.86;1.08;-0.03
2917.92;1.09;0.01
2917.97;1.12;0.04
2918.03;1.13;0.05
2918.08;1.15;0.06
2918.13;1.15;0.05
2918.19;1.15;0.05
2918.25;1.14;0.04
2918.30;1.12;0.04
2918.36;1.12;0.04
2918.41;1.12;0.06
2918.47;1.12;0.08
2918.52;1.14;0.10
2918.58;1.15;0.11
2918.63;1.17;0.12
2918.69;1.18;0.11
2918.74;1.19;0.10
2918.80;1.19;0.08
2918.85;1.19;0.07
2918.91;1.18;0.05
2918.96;1.18;0.04
2919.02;1.17;0.03
2919.07;1.18;0.02
2919.12;1.19;0.00
2919.18;1.20;-0.02
2919.24;1.21;-0.04
2919.29;1.21;-0.08
2919.35;1.20;-0.11
2919.40;1.18;-0.15
2919.46;1.16;-0.18
2919.51;1.14;-0.21
2919.57;1.12;-0.24
2919.62;1.11;-0.28
2919.68;1.11;-0.31
2919.73;1.10;-0.34
2919.79;1.09;-0.36
2919.84;1.07;-0.37
2919.89;1.03;-0.37
2919.95;0.99;-0.33
2920.01;0.95;-0.27
2920.06;0.91;-0.18
2920.12;0.91;-0.07
2920.17;0.91;0.04
2920.23;0.94;0.14
2920.28;0.98;0.22
2920.34;1.02;0.25
2920.39;1.06;0.24
2920.45;1.08;0.18
2920.50;1.10;0.09
2920.56;1.10;-0.03
2920.61;1.08;-0.16
2920.67;1.05;-0.29
2920.72;1.00;-0.41
2920.78;0.97;-0.52
2920.83;0.93;-0.61
2920.88;0.90;-0.70
2920.94;0.87;-0.78
2921.00;0.83;-0.86
2921.05;0.79;-0.94
2921.11;0.73;-1.01
2921.16;0.67;-1.08
2921.22;0.59;-1.13
2921.27;0.51;-1.14
2921.33;0.43;-1.12
2921.38;0.36;-1.05
2921.44;0.28;-0.94
2921.49;0.22;-0.79
2921.55;0.18;-0.62
2921.60;0.15;-0.44
2921.66;0.15;-0.27
2921.71;0.17;-0.12
2921.77;0.20;-0.02
2921.82;0.23;0.03
2921.88;0.26;0.04
2921.93;0.27;0.01
2921.99;0.27;-0.05
2922.04;0.24;-0.11
2922.10;0.21;-0.16
2922.15;0.18;-0.20
2922.21;0.15;-0.20
2922.26;0.12;-0.17
2922.32;0.12;-0.11
2922.37;0.12;-0.03
2922.43;0.12;0.07
2922.48;0.14;0.17
2922.54;0.17;0.27
2922.59;0.19;0.37
2922.64;0.21;0.45
2922.70;0.24;0.52
2922.76;0.28;0.57
2922.81;0.31;0.60
2922.87;0.36;0.61
2922.92;0.40;0.60
2922.98;0.44;0.55
2923.03;0.49;0.49
2923.09;0.51;0.40
2923.14;0.53;0.28
2923.20;0.54;0.15
2923.25;0.55;0.02
2923.31;0.53;-0.11
2923.36;0.51;-0.23
2923.42;0.49;-0.32
2923.47;0.45;-0.37
2923.53;0.41;-0.39
2923.58;0.36;-0.36
2923.63;0.33;-0.29
2923.69;0.31;-0.20
2923.75;0.31;-0.09
2923.80;0.32;0.01
2923.86;0.35;0.11
2923.91;0.37;0.18
2923.97;0.40;0.23
2924.02;0.43;0.24
2924.08;0.44;0.24
2924.13;0.46;0.21
2924.19;0.46;0.18
2924.24;0.46;0.16
2924.30;0.45;0.15
2924.35;0.45;0.17
2924.41;0.45;0.20
2924.46;0.46;0.24
2924.52;0.47;0.30
2924.57;0.50;0.33
2924.62;0.53;0.35
2924.68;0.57;0.33
2924.74;0.61;0.28
2924.79;0.65;0.19
2924.85;0.67;0.07
2924.90;0.67;-0.06
2924.96;0.65;-0.18
2925.01;0.60;-0.28
2925.07;0.55;-0.32
2925.12;0.49;-0.31
2925.18;0.45;-0.24
2925.23;0.43;-0.12
2925.29;0.43;0.05
2925.34;0.44;0.23
2925.39;0.49;0.41
2925.45;0.54;0.58
2925.51;0.59;0.69
2925.56;0.66;0.75
2925.62;0.72;0.75
2925.67;0.78;0.68
2925.73;0.83;0.56
2925.78;0.87;0.38
2925.84;0.90;0.17
2925.89;0.90;-0.05
2925.95;0.86;-0.27
2926.00;0.82;-0.47
2926.06;0.75;-0.63
2926.11;0.69;-0.74
2926.17;0.62;-0.80
2926.22;0.56;-0.80
2926.28;0.51;-0.76
2926.33;0.47;-0.69
2926.38;0.44;-0.59
2926.44;0.42;-0.49
2926.50;0.40;-0.38
2926.55;0.39;-0.29
2926.61;0.39;-0.22
2926.66;0.39;-0.17
2926.72;0.39;-0.14
2926.77;0.39;-0.13
2926.83;0.39;-0.13
2926.88;0.38;-0.13
2926.94;0.36;-0.12
2926.99;0.35;-0.11
2927.05;0.33;-0.08
2927.10;0.31;-0.03
2927.16;0.31;0.03
2927.21;0.32;0.09
2927.27;0.34;0.15
2927.32;0.36;0.19
2927.38;0.39;0.22
2927.43;0.42;0.21
2927.49;0.44;0.16
2927.54;0.45;0.09
2927.60;0.45;-0.01
2927.65;0.45;-0.13
2927.71;0.44;-0.25
2927.76;0.41;-0.37
2927.82;0.38;-0.47
2927.87;0.34;-0.55
2927.93;0.28;-0.59
2927.98;0.23;-0.60
2928.04;0.19;-0.58
2928.09;0.15;-0.53
2928.14;0.12;-0.45
2928.20;0.10;-0.36
2928.26;0.09;-0.27
2928.31;0.09;-0.19
2928.37;0.10;-0.12
2928.42;0.10;-0.07
2928.48;0.11;-0.04
2928.53;0.12;-0.03
2928.59;0.12;-0.03
2928.64;0.11;-0.05
2928.70;0.10;-0.06
2928.75;0.09;-0.08
2928.81;0.08;-0.09
2928.86;0.07;-0.09
2928.92;0.07;-0.09
2928.97;0.06;-0.08
2929.03;0.06;-0.07
2929.08;0.06;-0.06
2929.13;0.05;-0.04
2929.19;0.05;-0.02
2929.25;0.05;-0.01
2929.30;0.05;0.01
2929.36;0.05;0.03
2929.41;0.05;0.04
2929.47;0.06;0.05
2929.52;0.06;0.06
2929.58;0.07;0.06
2929.63;0.08;0.06
2929.69;0.09;0.05
2929.74;0.09;0.04
2929.80;0.09;0.02
2929.85;0.09;0.01
2929.91;0.09;0.00
2929.96;0.08;-0.00
2930.02;0.08;0.00
2930.07;0.08;0.02
2930.12;0.07;0.04
2930.18;0.07;0.07
2930.24;0.08;0.11
2930.29;0.09;0.14
2930.35;0.10;0.17
2930.40;0.12;0.18
2930.46;0.13;0.19
2930.51;0.16;0.18
2930.57;0.17;0.16
2930.62;0.18;0.14
2930.68;0.18;0.12
2930.73;0.18;0.11
2930.79;0.17;0.11
2930.84;0.17;0.12
2930.89;0.17;0.13
2930.95;0.18;0.15
2931.01;0.20;0.16
2931.06;0.22;0.16
2931.12;0.24;0.16
2931.17;0.26;0.14
2931.23;0.26;0.12
2931.28;0.26;0.09
2931.34;0.26;0.06
2931.39;0.25;0.03
2931.45;0.24;0.01
2931.50;0.25;-0.01
2931.56;0.25;-0.02
2931.61;0.25;-0.02
2931.67;0.25;-0.02
2931.72;0.25;-0.01
2931.78;0.25;0.00
2931.83;0.24;0.02
2931.88;0.23;0.04
2931.94;0.23;0.06
2932.00;0.24;0.08
2932.05;0.26;0.09
2932.11;0.27;0.09
2932.16;0.28;0.07
2932.22;0.30;0.04
2932.27;0.30;0.01
2932.33;0.29;-0.03
2932.38;0.28;-0.07
2932.44;0.27;-0.09
2932.49;0.25;-0.10
2932.55;0.23;-0.09
2932.60;0.22;-0.06
2932.66;0.22;-0.02
2932.71;0.22;0.04
2932.77;0.24;0.10
2932.82;0.25;0.15
2932.88;0.27;0.20
2932.93;0.28;0.23
2932.99;0.29;0.25
2933.04;0.32;0.23
2933.10;0.34;0.19
2933.15;0.36;0.13
2933.21;0.37;0.04
2933.26;0.38;-0.05
2933.32;0.37;-0.14
2933.37;0.35;-0.21
2933.43;0.31;-0.25
2933.48;0.27;-0.25
2933.54;0.23;-0.21
2933.59;0.20;-0.12
2933.64;0.20;-0.00
2933.70;0.20;0.14
2933.76;0.23;0.27
2933.81;0.27;0.39
2933.87;0.32;0.46
2933.92;0.37;0.49
2933.98;0.42;0.46
2934.03;0.47;0.38
2934.09;0.50;0.26
2934.14;0.51;0.13
2934.20;0.49;-0.00
2934.25;0.45;-0.12
2934.31;0.42;-0.19
2934.36;0.38;-0.22
2934.42;0.35;-0.21
2934.47;0.32;-0.16
2934.53;0.32;-0.08
2934.58;0.34;0.01
2934.63;0.36;0.10
2934.69;0.37;0.18
2934.75;0.40;0.23
2934.80;0.43;0.26
2934.86;0.44;0.26
2934.91;0.46;0.24
2934.97;0.47;0.19
2935.02;0.48;0.14
2935.08;0.49;0.09
2935.13;0.49;0.05
2935.19;0.49;0.02
2935.24;0.47;0.01
2935.30;0.46;0.02
2935.35;0.45;0.07
2935.41;0.44;0.14
2935.46;0.45;0.23
2935.52;0.46;0.33
2935.57;0.49;0.42
2935.62;0.53;0.49
2935.68;0.59;0.53
2935.74;0.64;0.52
2935.79;0.69;0.46
2935.85;0.75;0.37
2935.90;0.76;0.25
2935.96;0.76;0.12
2936.01;0.74;0.01
2936.07;0.70;-0.08
2936.12;0.66;-0.12
2936.18;0.63;-0.12
2936.23;0.61;-0.09
2936.29;0.61;-0.03
2936.34;0.63;0.04
2936.39;0.66;0.10
2936.45;0.68;0.14
2936.51;0.72;0.15
2936.56;0.73;0.14
2936.62;0.74;0.10
2936.67;0.74;0.05
2936.73;0.73;0.01
2936.78;0.71;-0.02
2936.84;0.69;-0.02
2936.89;0.67;-0.01
2936.95;0.67;0.03
2937.00;0.67;0.08
2937.06;0.68;0.14
2937.11;0.70;0.19
2937.17;0.74;0.21
2937.22;0.76;0.22
2937.28;0.79;0.19
2937.33;0.81;0.14
2937.38;0.82;0.08
2937.44;0.82;0.01
2937.50;0.80;-0.05
2937.55;0.77;-0.10
2937.61;0.75;-0.12
2937.66;0.73;-0.11
2937.72;0.71;-0.08
2937.77;0.71;-0.03
2937.83;0.72;0.03
2937.88;0.73;0.08
2937.94;0.75;0.11
2937.99;0.78;0.13
2938.05;0.80;0.13
2938.10;0.81;0.11
2938.16;0.81;0.08
2938.21;0.80;0.06
2938.27;0.79;0.05
2938.32;0.78;0.05
2938.38;0.77;0.08
2938.43;0.77;0.12
2938.49;0.78;0.17
2938.54;0.80;0.22
2938.60;0.82;0.27
2938.65;0.85;0.29
2938.71;0.89;0.29
2938.76;0.91;0.27
2938.82;0.94;0.23
2938.87;0.94;0.18
2938.93;0.94;0.13
2938.98;0.93;0.09
2939.04;0.91;0.05
2939.09;0.91;0.03
2939.14;0.91;0.02
2939.20;0.91;0.01
2939.26;0.93;-0.01
2939.31;0.94;-0.04
2939.37;0.96;-0.09
2939.42;0.96;-0.15
2939.48;0.94;-0.21
2939.53;0.91;-0.27
2939.59;0.88;-0.31
2939.64;0.84;-0.33
2939.70;0.81;-0.32
2939.75;0.77;-0.28
2939.81;0.75;-0.21
2939.86;0.75;-0.13
2939.92;0.75;-0.04
2939.97;0.77;0.03
2940.03;0.80;0.07
2940.08;0.82;0.09
2940.13;0.83;0.07
2940.19;0.85;0.01
2940.25;0.85;-0.06
2940.30;0.84;-0.14
2940.36;0.83;-0.21
2940.41;0.80;-0.26
2940.47;0.75;-0.27
2940.52;0.72;-0.24
2940.58;0.68;-0.18
2940.63;0.66;-0.11
2940.69;0.66;-0.03
2940.74;0.69;0.02
2940.80;0.74;0.03
2940.85;0.78;0.00
2940.91;0.81;-0.08
2940.96;0.82;-0.19
2941.02;0.79;-0.31
2941.07;0.74;-0.42
2941.12;0.67;-0.49
2941.18;0.59;-0.50
2941.24;0.52;-0.42
2941.29;0.49;-0.26
2941.35;0.46;-0.03
2941.40;0.47;0.25
2941.46;0.51;0.54
2941.51;0.57;0.80
2941.57;0.66;1.01
2941.62;0.76;1.11
2941.68;0.89;1.09
2941.73;1.00;0.94
2941.79;1.10;0.68
2941.84;1.15;0.32
2941.89;1.15;-0.10
2941.95;1.10;-0.53
2942.01;1.00;-0.94
2942.06;0.88;-1.27
2942.12;0.74;-1.50
2942.17;0.59;-1.61
2942.23;0.46;-1.59
2942.28;0.35;-1.45
2942.34;0.27;-1.22
2942.39;0.21;-0.93
2942.45;0.19;-0.60
2942.50;0.19;-0.27
2942.56;0.20;0.03
2942.61;0.25;0.30
2942.67;0.29;0.50
2942.72;0.36;0.65
2942.78;0.42;0.73
2942.83;0.47;0.76
2942.88;0.52;0.73
2942.94;0.57;0.65
2943.00;0.61;0.54
2943.05;0.64;0.41
2943.11;0.65;0.26
2943.16;0.66;0.11
2943.22;0.66;-0.03
2943.27;0.63;-0.14
2943.33;0.59;-0.22
2943.38;0.56;-0.26
2943.44;0.53;-0.26
2943.49;0.51;-0.22
2943.55;0.48;-0.16
2943.60;0.48;-0.10
2943.66;0.49;-0.04
2943.71;0.51;0.00
2943.77;0.54;0.01
2943.82;0.56;-0.01
2943.88;0.57;-0.06
2943.93;0.57;-0.13
2943.99;0.55;-0.19
2944.04;0.51;-0.24
2944.10;0.47;-0.25
2944.15;0.43;-0.22
2944.21;0.39;-0.15
2944.26;0.38;-0.04
2944.32;0.38;0.09
2944.37;0.41;0.23
2944.43;0.45;0.34
2944.48;0.51;0.41
2944.54;0.56;0.44
2944.59;0.60;0.41
2944.64;0.64;0.33
2944.70;0.66;0.21
2944.76;0.67;0.07
2944.81;0.65;-0.08
2944.87;0.62;-0.20
2944.92;0.58;-0.29
2944.98;0.53;-0.33
2945.03;0.50;-0.31
2945.09;0.46;-0.23
2945.14;0.44;-0.11
2945.20;0.43;0.03
2945.25;0.44;0.17
