time;speed;acc
2831.24;1.13;-0.21
2831.29;1.11;-0.17
2831.35;1.11;-0.13
2831.40;1.13;-0.09
2831.46;1.14;-0.06
2831.51;1.15;-0.04
2831.57;1.15;-0.04
2831.62;1.15;-0.05
2831.68;1.15;-0.06
2831.73;1.13;-0.08
2831.79;1.11;-0.09
2831.84;1.10;-0.12
2831.89;1.09;-0.14
2831.95;1.09;-0.18
2832.01;1.10;-0.23
2832.06;1.10;-0.30
2832.12;1.10;-0.38
2832.17;1.07;-0.46
2832.23;1.03;-0.53
2832.28;0.98;-0.59
2832.34;0.91;-0.63
2832.39;0.86;-0.63
2832.45;0.82;-0.61
2832.50;0.78;-0.56
2832.56;0.76;-0.50
2832.61;0.75;-0.42
2832.67;0.75;-0.34
2832.72;0.74;-0.25
2832.78;0.72;-0.16
2832.83;0.71;-0.06
2832.88;0.69;0.04
2832.94;0.69;0.16
2833.00;0.70;0.27
2833.05;0.73;0.38
2833.11;0.76;0.47
2833.16;0.81;0.53
2833.22;0.86;0.54
2833.27;0.92;0.50
2833.33;0.98;0.40
2833.38;1.01;0.25
2833.44;1.02;0.06
2833.49;1.01;-0.16
2833.55;0.98;-0.38
2833.60;0.92;-0.59
2833.66;0.86;-0.78
2833.71;0.79;-0.94
2833.77;0.73;-1.06
2833.82;0.66;-1.15
2833.88;0.59;-1.20
2833.93;0.51;-1.21
2833.99;0.44;-1.18
2834.04;0.36;-1.13
2834.10;0.29;-1.05
2834.15;0.23;-0.96
2834.21;0.19;-0.84
2834.26;0.15;-0.72
2834.32;0.12;-0.60
2834.37;0.10;-0.48
2834.43;0.09;-0.37
2834.48;0.08;-0.27
2834.54;0.07;-0.19
2834.59;0.06;-0.13
2834.64;0.07;-0.08
2834.70;0.07;-0.05
2834.76;0.07;-0.03
2834.81;0.07;-0.01
2834.87;0.08;-0.01
2834.92;0.08;-0.01
2834.98;0.07;-0.02
2835.03;0.07;-0.02
2835.09;0.06;-0.03
2835.14;0.06;-0.03
2835.20;0.06;-0.02
2835.25;0.05;-0.02
2835.31;0.05;-0.01
2835.36;0.06;0.01
2835.42;0.06;0.02
2835.47;0.06;0.03
2835.53;0.06;0.03
2835.58;0.07;0.04
2835.63;0.07;0.04
2835.69;0.07;0.03
2835.75;0.08;0.03
2835.80;0.08;0.02
2835.86;0.08;0.00
2835.91;0.08;-0.01
2835.97;0.08;-0.02
2836.02;0.07;-0.04
2836.08;0.07;-0.05
2836.13;0.07;-0.06
2836.19;0.06;-0.07
2836.24;0.06;-0.07
2836.30;0.05;-0.07
2836.35;0.05;-0.07
2836.41;0.04;-0.07
2836.46;0.04;-0.06
2836.52;0.04;-0.04
2836.57;0.03;-0.02
2836.62;0.03;0.01
2836.68;0.03;0.05
2836.74;0.04;0.09
2836.79;0.04;0.14
2836.85;0.04;0.19
2836.90;0.06;0.23
2836.96;0.08;0.27
2837.01;0.11;0.30
2837.07;0.12;0.31
2837.12;0.15;0.31
2837.18;0.18;0.29
2837.23;0.20;0.25
2837.29;0.21;0.20
2837.34;0.22;0.15
2837.39;0.23;0.09
2837.45;0.22;0.05
2837.51;0.21;0.03
2837.56;0.20;0.04
2837.62;0.19;0.09
2837.67;0.18;0.18
2837.73;0.18;0.31
2837.78;0.19;0.47
2837.84;0.22;0.64
2837.89;0.27;0.82
2837.95;0.34;0.97
2838.00;0.43;1.09
2838.06;0.51;1.16
2838.11;0.61;1.18
2838.17;0.69;1.15
2838.22;0.77;1.08
2838.28;0.83;0.99
2838.33;0.86;0.88
2838.38;0.89;0.76
2838.44;0.91;0.66
2838.50;0.92;0.56
2838.55;0.95;0.48
2838.61;0.98;0.41
2838.66;1.00;0.35
2838.72;1.03;0.31
2838.77;1.05;0.27
2838.83;1.05;0.24
2838.88;1.05;0.22
2838.94;1.04;0.21
2838.99;1.05;0.20
2839.05;1.06;0.18
2839.10;1.08;0.16
2839.16;1.11;0.13
2839.21;1.14;0.08
2839.27;1.15;0.03
2839.32;1.15;-0.03
2839.38;1.13;-0.10
2839.43;1.09;-0.16
2839.49;1.07;-0.20
2839.54;1.05;-0.24
2839.60;1.03;-0.26
2839.65;1.02;-0.28
2839.71;1.02;-0.30
2839.76;1.01;-0.31
2839.82;1.00;-0.33
2839.87;0.99;-0.34
2839.93;0.95;-0.35
2839.98;0.91;-0.34
2840.04;0.88;-0.32
2840.09;0.85;-0.29
2840.14;0.83;-0.26
2840.20;0.83;-0.22
2840.26;0.83;-0.18
2840.31;0.84;-0.17
2840.37;0.85;-0.17
2840.42;0.85;-0.19
2840.48;0.84;-0.23
2840.53;0.83;-0.27
2840.59;0.80;-0.31
2840.64;0.76;-0.35
2840.70;0.74;-0.37
2840.75;0.70;-0.36
2840.81;0.67;-0.34
2840.86;0.66;-0.31
2840.92;0.65;-0.28
2840.97;0.64;-0.25
2841.03;0.64;-0.25
2841.08;0.64;-0.26
2841.13;0.64;-0.30
2841.19;0.63;-0.36
2841.25;0.61;-0.43
2841.30;0.58;-0.48
2841.36;0.53;-0.51
2841.41;0.48;-0.49
2841.47;0.43;-0.41
2841.52;0.37;-0.28
2841.58;0.34;-0.10
2841.63;0.33;0.10
2841.69;0.36;0.31
2841.74;0.41;0.50
2841.80;0.49;0.63
2841.85;0.58;0.69
2841.91;0.67;0.66
2841.96;0.74;0.56
2842.02;0.77;0.39
2842.07;0.77;0.18
2842.12;0.75;-0.05
2842.18;0.70;-0.26
2842.24;0.65;-0.45
2842.29;0.59;-0.59
2842.35;0.54;-0.70
2842.40;0.50;-0.75
2842.46;0.46;-0.77
2842.51;0.43;-0.74
2842.57;0.38;-0.68
2842.62;0.34;-0.57
2842.68;0.28;-0.42
2842.73;0.24;-0.22
2842.79;0.21;0.03
2842.84;0.21;0.31
2842.89;0.24;0.60
2842.95;0.30;0.89
2843.01;0.40;1.14
2843.06;0.51;1.33
2843.12;0.64;1.44
2843.17;0.76;1.48
2843.23;0.87;1.45
2843.28;0.96;1.37
2843.34;1.02;1.27
2843.39;1.06;1.18
2843.45;1.08;1.13
2843.50;1.10;1.13
2843.56;1.13;1.19
2843.61;1.17;1.32
2843.67;1.25;1.50
2843.72;1.36;1.70
2843.78;1.48;1.92
2843.83;1.62;2.14
2843.88;1.77;2.33
2843.94;1.91;2.50
2844.00;2.06;2.64
2844.05;2.21;2.75
2844.11;2.36;2.82
2844.16;2.52;2.86
2844.22;2.69;2.86
2844.27;2.87;2.81
2844.33;3.05;2.70
2844.38;3.22;2.52
2844.44;3.38;2.27
2844.49;3.52;1.96
2844.55;3.61;1.61
2844.60;3.68;1.22
2844.66;3.72;0.83
2844.71;3.72;0.46
2844.77;3.70;0.11
2844.82;3.66;-0.18
2844.88;3.61;-0.42
2844.93;3.57;-0.61
2844.99;3.52;-0.76
2845.04;3.46;-0.87
2845.10;3.42;-0.96
2845.15;3.36;-1.03
2845.21;3.31;-1.09
2845.26;3.25;-1.13
2845.32;3.18;-1.16
2845.37;3.10;-1.15
2845.43;3.02;-1.12
2845.48;2.94;-1.07
2845.54;2.86;-1.00
2845.59;2.81;-0.95
2845.64;2.77;-0.94
2845.70;2.76;-0.97
2845.76;2.76;-1.06
2845.81;2.74;-1.21
2845.87;2.71;-1.41
2845.92;2.62;-1.61
2845.98;2.49;-1.77
2846.03;2.31;-1.87
2846.09;2.12;-1.86
2846.14;1.95;-1.73
2846.20;1.81;-1.50
2846.25;1.71;-1.20
2846.31;1.69;-0.86
2846.36;1.71;-0.54
2846.42;1.78;-0.28
2846.47;1.86;-0.10
2846.53;1.92;-0.02
2846.58;1.94;-0.01
2846.63;1.93;-0.03
2846.69;1.88;-0.04
2846.75;1.81;-0.00
2846.80;1.73;0.11
2846.86;1.68;0.31
2846.91;1.67;0.58
2846.97;1.74;0.89
2847.02;1.86;1.20
2847.08;2.01;1.47
2847.13;2.18;1.67
2847.19;2.33;1.80
2847.24;2.45;1.88
2847.30;2.53;1.93
2847.35;2.59;1.99
2847.41;2.65;2.08
2847.46;2.72;2.21
2847.52;2.80;2.39
2847.57;2.94;2.60
2847.62;3.12;2.79
2847.68;3.35;2.94
2847.74;3.60;3.01
2847.79;3.84;2.99
2847.85;4.03;2.87
2847.90;4.20;2.67
2847.96;4.32;2.41
2848.01;4.39;2.13
2848.07;4.44;1.86
2848.12;4.50;1.61
2848.18;4.58;1.42
2848.23;4.66;1.29
2848.29;4.71;1.22
2848.34;4.76;1.19
2848.39;4.82;1.17
2848.45;4.88;1.16
2848.51;4.93;1.15
2848.56;5.00;1.10
2848.62;5.10;0.99
2848.67;5.20;0.85
2848.73;5.26;0.67
2848.78;5.29;0.43
2848.84;5.30;0.15
2848.89;5.29;-0.16
2848.95;5.25;-0.49
2849.00;5.17;-0.85
2849.06;5.12;-1.24
2849.11;5.06;-1.66
2849.17;4.97;-2.11
2849.22;4.85;-2.59
2849.28;4.70;-3.11
2849.33;4.52;-3.61
2849.38;4.30;-4.06
2849.44;4.00;-4.38
2849.50;3.67;-4.55
2849.55;3.32;-4.50
2849.61;2.97;-4.22
2849.66;2.60;-3.69
2849.72;2.33;-2.99
2849.77;2.18;-2.20
2849.83;2.17;-1.40
2849.88;2.25;-0.69
2849.94;2.41;-0.18
2849.99;2.58;0.08
2850.05;2.75;0.08
2850.10;2.82;-0.15
2850.16;2.80;-0.56
2850.21;2.69;-1.07
2850.27;2.52;-1.58
2850.32;2.29;-2.01
2850.38;2.07;-2.30
2850.43;1.86;-2.44
2850.49;1.70;-2.42
2850.54;1.57;-2.27
2850.60;1.48;-2.03
2850.65;1.41;-1.75
2850.71;1.35;-1.47
2850.76;1.30;-1.21
2850.82;1.26;-0.99
2850.87;1.22;-0.82
2850.93;1.18;-0.69
2850.98;1.15;-0.60
2851.04;1.14;-0.54
2851.09;1.12;-0.50
2851.14;1.11;-0.47
2851.20;1.08;-0.45
2851.26;1.06;-0.42
2851.31;1.02;-0.40
2851.37;0.99;-0.36
2851.42;0.95;-0.33
2851.48;0.93;-0.29
2851.53;0.93;-0.25
2851.59;0.94;-0.22
2851.64;0.95;-0.20
2851.70;0.95;-0.19
2851.75;0.93;-0.18
2851.81;0.91;-0.16
2851.86;0.89;-0.14
2851.92;0.86;-0.12
2851.97;0.85;-0.08
2852.03;0.85;-0.03
2852.08;0.86;0.03
2852.13;0.88;0.09
2852.19;0.90;0.15
2852.25;0.91;0.20
2852.30;0.92;0.26
2852.36;0.93;0.32
2852.41;0.94;0.39
2852.47;0.96;0.45
2852.52;0.99;0.50
2852.58;1.01;0.54
2852.63;1.06;0.56
2852.69;1.12;0.55
2852.74;1.17;0.51
2852.80;1.22;0.44
2852.85;1.24;0.34
2852.91;1.25;0.24
2852.96;1.24;0.15
2853.02;1.22;0.07
2853.07;1.19;0.01
2853.12;1.17;-0.03
2853.18;1.17;-0.05
2853.24;1.18;-0.06
2853.29;1.19;-0.06
2853.35;1.21;-0.05
2853.40;1.22;-0.03
2853.46;1.21;0.01
2853.51;1.18;0.08
2853.57;1.16;0.19
2853.62;1.15;0.33
2853.68;1.15;0.51
2853.73;1.17;0.70
2853.79;1.23;0.88
2853.84;1.33;1.03
2853.89;1.44;1.13
2853.95;1.55;1.17
2854.01;1.66;1.15
2854.06;1.74;1.08
2854.12;1.78;0.98
2854.17;1.79;0.87
2854.23;1.79;0.77
2854.28;1.80;0.69
2854.34;1.82;0.63
2854.39;1.86;0.59
2854.45;1.92;0.56
2854.50;1.97;0.52
2854.56;2.02;0.47
2854.61;2.05;0.39
2854.67;2.07;0.28
2854.72;2.08;0.16
2854.78;2.07;0.03
2854.83;2.05;-0.09
2854.88;2.03;-0.19
2854.94;2.01;-0.27
2855.00;1.97;-0.32
2855.05;1.94;-0.36
2855.11;1.92;-0.39
2855.16;1.91;-0.42
2855.22;1.89;-0.47
2855.27;1.88;-0.52
2855.33;1.87;-0.59
2855.38;1.85;-0.66
2855.44;1.79;-0.73
2855.49;1.73;-0.79
2855.55;1.66;-0.83
2855.60;1.59;-0.85
2855.66;1.53;-0.86
2855.71;1.47;-0.88
2855.77;1.45;-0.92
2855.82;1.44;-0.99
2855.88;1.42;-1.09
2855.93;1.38;-1.22
2855.99;1.31;-1.36
2856.04;1.22;-1.49
2856.10;1.08;-1.58
2856.15;0.93;-1.60
2856.21;0.79;-1.55
2856.26;0.67;-1.41
2856.32;0.59;-1.19
2856.37;0.53;-0.91
2856.43;0.52;-0.60
2856.48;0.52;-0.29
2856.54;0.55;0.00
2856.59;0.59;0.26
2856.64;0.64;0.47
2856.70;0.69;0.64
2856.76;0.74;0.77
2856.81;0.78;0.88
2856.87;0.82;0.96
2856.92;0.86;1.02
2856.98;0.92;1.06
2857.03;0.99;1.05
2857.09;1.07;1.00
2857.14;1.16;0.90
2857.20;1.26;0.75
2857.25;1.31;0.57
2857.31;1.33;0.37
2857.36;1.32;0.18
2857.42;1.28;0.01
2857.47;1.22;-0.11
2857.53;1.16;-0.19
2857.58;1.12;-0.25
2857.63;1.12;-0.29
2857.69;1.15;-0.35
2857.75;1.17;-0.46
2857.80;1.19;-0.61
2857.86;1.20;-0.82
2857.91;1.15;-1.04
2857.97;1.07;-1.26
2858.02;0.93;-1.43
2858.08;0.77;-1.51
2858.13;0.61;-1.47
2858.19;0.46;-1.29
2858.24;0.36;-0.99
2858.30;0.31;-0.59
2858.35;0.31;-0.14
2858.41;0.36;0.31
2858.46;0.45;0.71
2858.52;0.57;1.03
2858.57;0.70;1.23
2858.62;0.83;1.33
2858.68;0.93;1.32
2858.74;1.01;1.24
2858.79;1.06;1.11
2858.85;1.07;0.97
2858.90;1.09;0.84
2858.96;1.10;0.73
2859.01;1.13;0.65
2859.07;1.16;0.59
2859.12;1.21;0.54
2859.18;1.26;0.50
2859.23;1.31;0.46
2859.29;1.33;0.42
2859.34;1.34;0.38
2859.39;1.34;0.35
2859.45;1.33;0.34
2859.51;1.33;0.33
2859.56;1.34;0.33
2859.62;1.38;0.33
2859.67;1.41;0.33
2859.73;1.46;0.32
2859.78;1.49;0.28
2859.84;1.52;0.24
2859.89;1.52;0.18
2859.95;1.50;0.12
2860.00;1.48;0.07
2860.06;1.47;0.02
2860.11;1.47;-0.01
2860.17;1.47;-0.02
2860.22;1.48;-0.01
2860.28;1.49;0.00
2860.33;1.49;0.03
2860.38;1.49;0.06
2860.44;1.48;0.10
2860.50;1.47;0.13
2860.55;1.48;0.15
2860.61;1.50;0.16
2860.66;1.54;0.17
2860.72;1.56;0.16
2860.77;1.58;0.15
2860.83;1.59;0.13
2860.88;1.58;0.12
2860.94;1.56;0.12
2860.99;1.54;0.12
2861.05;1.54;0.14
2861.10;1.55;0.16
2861.16;1.58;0.18
2861.21;1.62;0.20
2861.27;1.64;0.22
2861.32;1.66;0.24
2861.38;1.67;0.26
2861.43;1.66;0.27
2861.49;1.65;0.29
2861.54;1.66;0.30
2861.60;1.69;0.32
2861.65;1.72;0.34
2861.71;1.76;0.35
2861.76;1.79;0.35
2861.82;1.81;0.34
2861.87;1.83;0.32
2861.93;1.84;0.29
2861.98;1.84;0.26
2862.04;1.85;0.22
2862.09;1.86;0.18
2862.14;1.87;0.14
2862.20;1.88;0.10
2862.26;1.89;0.07
2862.31;1.90;0.03
2862.37;1.90;-0.01
2862.42;1.89;-0.03
2862.48;1.88;-0.04
2862.53;1.86;-0.04
2862.59;1.85;-0.00
2862.64;1.84;0.07
2862.70;1.84;0.18
2862.75;1.86;0.34
2862.81;1.88;0.55
2862.86;1.90;0.82
2862.92;1.93;1.13
2862.97;1.97;1.46
2863.03;2.06;1.80
2863.08;2.19;2.12
2863.13;2.36;2.39
2863.19;2.57;2.59
2863.25;2.78;2.71
2863.30;2.98;2.77
2863.36;3.16;2.76
2863.41;3.29;2.71
2863.47;3.39;2.64
2863.52;3.49;2.55
2863.58;3.60;2.47
2863.63;3.73;2.38
2863.69;3.89;2.30
2863.74;4.05;2.20
2863.80;4.20;2.09
2863.85;4.32;1.98
2863.91;4.43;1.86
2863.96;4.50;1.75
2864.02;4.55;1.65
2864.07;4.59;1.58
2864.12;4.65;1.54
2864.18;4.72;1.52
2864.24;4.83;1.51
2864.29;4.94;1.48
2864.35;5.06;1.42
2864.40;5.18;1.31
2864.46;5.26;1.17
2864.51;5.31;1.00
2864.57;5.34;0.80
2864.62;5.35;0.61
2864.68;5.36;0.42
2864.73;5.35;0.26
2864.79;5.34;0.13
2864.84;5.34;0.04
2864.89;5.34;-0.05
2864.95;5.35;-0.11
2865.01;5.34;-0.17
2865.06;5.34;-0.22
2865.12;5.32;-0.27
2865.17;5.29;-0.31
2865.23;5.27;-0.34
2865.28;5.23;-0.35
2865.34;5.19;-0.35
2865.39;5.18;-0.33
2865.45;5.16;-0.31
2865.50;5.15;-0.29
2865.56;5.16;-0.28
2865.61;5.15;-0.29
2865.67;5.14;-0.31
2865.72;5.13;-0.35
2865.78;5.11;-0.39
2865.83;5.08;-0.43
2865.88;5.05;-0.45
2865.94;5.00;-0.45
2866.00;4.94;-0.42
2866.05;4.92;-0.37
2866.11;4.90;-0.31
2866.16;4.89;-0.23
2866.22;4.90;-0.15
2866.27;4.91;-0.08
2866.33;4.92;-0.01
2866.38;4.93;0.07
2866.44;4.93;0.14
2866.49;4.92;0.21
2866.55;4.93;0.27
2866.60;4.93;0.32
2866.66;4.94;0.34
2866.71;4.99;0.30
2866.77;5.05;0.18
2866.82;5.10;-0.04
2866.88;5.16;-0.34
2866.93;5.16;-0.73
2866.99;5.12;-1.17
2867.04;5.02;-1.63
2867.10;4.86;-2.07
2867.15;4.64;-2.46
2867.21;4.43;-2.77
2867.26;4.22;-3.00
2867.32;4.02;-3.14
2867.37;3.84;-3.23
2867.43;3.69;-3.27
2867.48;3.55;-3.31
2867.54;3.40;-3.33
2867.59;3.21;-3.36
2867.64;3.01;-3.40
2867.70;2.81;-3.41
2867.76;2.59;-3.39
2867.81;2.37;-3.32
2867.87;2.16;-3.18
2867.92;1.97;-2.98
2867.98;1.81;-2.71
2868.03;1.67;-2.40
2868.09;1.55;-2.07
2868.14;1.47;-1.75
2868.20;1.41;-1.45
2868.25;1.37;-1.21
2868.31;1.35;-1.03
2868.36;1.33;-0.92
2868.42;1.31;-0.87
2868.47;1.29;-0.87
2868.53;1.24;-0.88
2868.58;1.18;-0.89
2868.63;1.09;-0.86
2868.69;1.00;-0.78
2868.75;0.92;-0.65
2868.80;0.86;-0.49
2868.86;0.83;-0.30
2868.91;0.85;-0.14
2868.97;0.91;-0.03
2869.02;0.99;0.00
2869.08;1.06;-0.04
2869.13;1.09;-0.14
2869.19;1.08;-0.29
2869.24;1.02;-0.43
2869.30;0.92;-0.52
2869.35;0.81;-0.53
2869.41;0.71;-0.45
2869.46;0.65;-0.28
2869.52;0.64;-0.04
2869.57;0.67;0.22
2869.62;0.75;0.47
2869.68;0.85;0.66
2869.74;0.96;0.77
2869.79;1.05;0.79
2869.85;1.12;0.74
2869.90;1.15;0.63
2869.96;1.15;0.50
2870.01;1.13;0.38
2870.07;1.09;0.28
2870.12;1.07;0.22
2870.18;1.07;0.19
2870.23;1.10;0.18
2870.29;1.15;0.18
2870.34;1.19;0.17
2870.39;1.23;0.16
2870.45;1.23;0.14
2870.51;1.23;0.12
2870.56;1.20;0.11
2870.62;1.16;0.12
2870.67;1.15;0.16
2870.73;1.15;0.21
2870.78;1.17;0.27
2870.84;1.22;0.32
2870.89;1.28;0.35
2870.95;1.33;0.36
2871.00;1.37;0.34
2871.06;1.38;0.29
2871.11;1.37;0.24
2871.17;1.35;0.18
2871.22;1.33;0.13
2871.28;1.33;0.09
2871.33;1.34;0.06
2871.38;1.36;0.04
2871.44;1.38;0.03
2871.50;1.40;0.02
2871.55;1.40;0.02
2871.61;1.38;0.03
2871.66;1.36;0.05
2871.72;1.34;0.08
2871.77;1.33;0.12
2871.83;1.34;0.16
2871.88;1.38;0.19
2871.94;1.42;0.21
2871.99;1.46;0.21
2872.05;1.48;0.20
2872.10;1.49;0.17
2872.16;1.48;0.12
2872.21;1.46;0.08
2872.27;1.45;0.03
2872.32;1.44;-0.02
2872.38;1.45;-0.06
2872.43;1.46;-0.10
2872.49;1.47;-0.13
2872.54;1.47;-0.15
2872.60;1.46;-0.16
2872.65;1.42;-0.16
2872.71;1.38;-0.14
2872.76;1.36;-0.10
2872.82;1.34;-0.05
2872.87;1.35;0.00
2872.93;1.38;0.05
2872.98;1.42;0.08
2873.04;1.45;0.09
2873.09;1.46;0.09
2873.14;1.46;0.07
2873.20;1.44;0.04
2873.26;1.42;0.02
2873.31;1.40;-0.01
2873.37;1.39;-0.04
2873.42;1.41;-0.07
2873.48;1.43;-0.10
2873.53;1.45;-0.15
2873.59;1.45;-0.20
2873.64;1.43;-0.26
2873.70;1.40;-0.32
2873.75;1.36;-0.36
2873.81;1.31;-0.37
2873.86;1.27;-0.34
2873.92;1.23;-0.28
2873.97;1.23;-0.17
2874.03;1.22;-0.03
2874.08;1.23;0.14
2874.13;1.24;0.30
2874.19;1.27;0.45
2874.25;1.31;0.57
2874.30;1.37;0.63
2874.36;1.43;0.63
2874.41;1.50;0.55
2874.47;1.56;0.41
2874.52;1.61;0.21
2874.58;1.61;-0.03
2874.63;1.59;-0.30
2874.69;1.54;-0.56
2874.74;1.47;-0.80
2874.80;1.38;-0.99
2874.85;1.28;-1.12
2874.91;1.20;-1.18
2874.96;1.11;-1.18
2875.02;1.04;-1.13
2875.07;0.99;-1.04
2875.12;0.94;-0.93
2875.18;0.91;-0.81
2875.24;0.87;-0.70
2875.29;0.84;-0.59
2875.35;0.82;-0.49
2875.40;0.80;-0.41
2875.46;0.78;-0.35
2875.51;0.76;-0.30
2875.57;0.75;-0.28
2875.62;0.75;-0.28
2875.68;0.75;-0.30
2875.73;0.74;-0.33
2875.79;0.73;-0.39
2875.84;0.70;-0.46
2875.89;0.67;-0.54
2875.95;0.64;-0.61
2876.01;0.59;-0.68
2876.06;0.53;-0.73
2876.12;0.49;-0.77
2876.17;0.44;-0.78
2876.23;0.39;-0.77
2876.28;0.35;-0.73
2876.34;0.30;-0.67
2876.39;0.26;-0.58
2876.45;0.22;-0.47
2876.50;0.20;-0.35
2876.56;0.19;-0.22
2876.61;0.18;-0.08
2876.67;0.19;0.05
2876.72;0.20;0.18
2876.78;0.23;0.29
2876.83;0.26;0.39
2876.88;0.29;0.48
2876.94;0.33;0.55
2877.00;0.36;0.61
2877.05;0.40;0.65
2877.11;0.44;0.67
2877.16;0.47;0.67
2877.22;0.51;0.65
2877.27;0.57;0.59
2877.33;0.62;0.51
2877.38;0.66;0.42
2877.44;0.68;0.31
2877.49;0.69;0.21
2877.55;0.67;0.13
2877.60;0.65;0.08
2877.66;0.61;0.07
2877.71;0.59;0.09
2877.77;0.59;0.14
2877.82;0.61;0.19
2877.88;0.65;0.23
2877.93;0.70;0.24
2877.99;0.75;0.21
2878.04;0.78;0.14
2878.10;0.79;0.04
2878.15;0.78;-0.08
2878.21;0.75;-0.20
2878.26;0.71;-0.32
2878.32;0.67;-0.41
2878.37;0.62;-0.47
2878.43;0.58;-0.50
2878.48;0.55;-0.51
2878.54;0.53;-0.49
2878.59;0.52;-0.47
2878.64;0.51;-0.43
2878.70;0.49;-0.37
2878.76;0.46;-0.29
2878.81;0.43;-0.18
2878.87;0.39;-0.05
2878.92;0.37;0.11
2878.98;0.38;0.27
2879.03;0.42;0.44
2879.09;0.48;0.59
2879.14;0.55;0.71
2879.20;0.62;0.80
2879.25;0.69;0.84
2879.31;0.75;0.85
2879.36;0.78;0.83
2879.42;0.81;0.78
2879.47;0.84;0.71
2879.53;0.88;0.63
2879.58;0.91;0.55
2879.63;0.95;0.47
2879.69;0.99;0.39
2879.75;1.00;0.32
2879.80;1.01;0.26
2879.86;1.00;0.21
2879.91;0.99;0.18
2879.97;0.99;0.16
2880.02;0.99;0.15
2880.08;1.01;0.14
2880.13;1.03;0.14
2880.19;1.05;0.14
2880.24;1.07;0.13
2880.30;1.07;0.12
2880.35;1.07;0.11
2880.41;1.07;0.10
2880.46;1.07;0.09
2880.52;1.06;0.09
2880.57;1.07;0.09
2880.62;1.07;0.09
2880.68;1.09;0.08
2880.74;1.11;0.07
2880.79;1.12;0.04
2880.85;1.13;0.01
2880.90;1.13;-0.02
2880.96;1.11;-0.06
2881.01;1.09;-0.08
2881.07;1.07;-0.10
2881.12;1.06;-0.10
2881.18;1.05;-0.09
2881.23;1.05;-0.08
2881.29;1.06;-0.08
2881.34;1.07;-0.08
2881.39;1.07;-0.09
2881.45;1.07;-0.12
2881.51;1.07;-0.16
2881.56;1.05;-0.20
2881.62;1.03;-0.24
2881.67;1.00;-0.29
2881.73;0.98;-0.35
2881.78;0.96;-0.41
2881.84;0.94;-0.49
2881.89;0.93;-0.59
2881.95;0.91;-0.70
2882.00;0.88;-0.83
2882.06;0.83;-0.95
2882.11;0.75;-1.06
2882.17;0.67;-1.14
2882.22;0.58;-1.16
2882.28;0.48;-1.11
2882.33;0.39;-0.99
2882.38;0.32;-0.78
2882.44;0.27;-0.50
2882.50;0.25;-0.14
2882.55;0.25;0.26
2882.61;0.28;0.69
2882.66;0.35;1.11
2882.72;0.44;1.50
2882.77;0.58;1.85
2882.83;0.74;2.12
2882.88;0.91;2.31
2882.94;1.07;2.42
2882.99;1.23;2.44
2883.05;1.38;2.39
2883.10;1.51;2.28
2883.16;1.62;2.12
2883.21;1.73;1.93
2883.27;1.83;1.72
2883.32;1.92;1.51
2883.38;1.98;1.31
2883.43;2.04;1.13
2883.49;2.08;0.98
2883.54;2.10;0.86
2883.60;2.13;0.78
2883.65;2.16;0.73
2883.71;2.18;0.70
2883.76;2.22;0.68
2883.82;2.27;0.67
2883.87;2.32;0.66
2883.93;2.36;0.63
2883.98;2.41;0.58
2884.04;2.44;0.51
2884.09;2.48;0.43
2884.14;2.49;0.32
2884.20;2.50;0.20
2884.26;2.50;0.07
2884.31;2.49;-0.06
2884.37;2.49;-0.20
2884.42;2.48;-0.34
2884.48;2.45;-0.50
2884.53;2.41;-0.66
2884.59;2.38;-0.84
2884.64;2.33;-1.02
2884.70;2.26;-1.19
2884.75;2.18;-1.36
2884.81;2.10;-1.51
2884.86;1.99;-1.61
2884.92;1.87;-1.68
2884.97;1.75;-1.69
2885.03;1.63;-1.64
2885.08;1.54;-1.55
2885.13;1.45;-1.42
2885.19;1.37;-1.26
2885.25;1.31;-1.09
2885.30;1.28;-0.92
2885.36;1.25;-0.77
2885.41;1.23;-0.63
2885.47;1.23;-0.50
2885.52;1.21;-0.37
2885.58;1.19;-0.21
2885.63;1.15;0.00
2885.69;1.12;0.27
2885.74;1.11;0.59
2885.80;1.13;0.98
2885.85;1.18;1.41
2885.91;1.29;1.85
2885.96;1.44;2.27
2886.02;1.64;2.64
2886.07;1.86;2.95
2886.12;2.09;3.17
2886.18;2.30;3.30
2886.24;2.50;3.36
2886.29;2.69;3.36
2886.35;2.84;3.32
2886.40;3.00;3.24
2886.46;3.16;3.13
2886.51;3.35;3.00
2886.57;3.53;2.83
2886.62;3.71;2.62
2886.68;3.87;2.37
2886.73;4.01;2.08
2886.79;4.12;1.74
2886.84;4.18;1.38
2886.89;4.23;1.00
2886.95;4.24;0.61
2887.01;4.24;0.23
2887.06;4.23;-0.13
2887.12;4.21;-0.46
2887.17;4.16;-0.78
2887.23;4.11;-1.07
2887.28;4.02;-1.35
2887.34;3.92;-1.61
2887.39;3.81;-1.87
2887.45;3.69;-2.12
2887.50;3.58;-2.35
2887.56;3.44;-2.56
2887.61;3.28;-2.73
2887.67;3.12;-2.84
2887.72;2.92;-2.89
2887.78;2.72;-2.88
2887.83;2.51;-2.80
2887.88;2.33;-2.67
2887.94;2.18;-2.51
2888.00;2.08;-2.36
2888.05;2.01;-2.22
2888.11;1.94;-2.11
2888.16;1.87;-2.05
